joc_id,comment
NBE03548,I disagree with your opinion. I think the capital punishment is needed. I think the capital punishment should be improved.
NBE03587,"I think death penalty should be abolished all over the world. Of course, I was against using lethal injection. Because we shouldn't be killed any person by any means. And I believe even brutal criminals can become a good persons. So we should give a chances to them."
NBE03588,"I think death penalty should be abolished all over the world. Of course, I'm against using lethal injection. Because we shouldn't be killed any person by any means. And I believe even brutal criminals can become good persons. So we should give chances to them."
NBE03610,"I think that capital punishment is crucial but should be banned. Murders lose other's life. Although they have human rights, they should be punished."
NBE03544,"The death penalty is one of the most controversial matter we have today. But if we abolish the death penalty, what is the prisoners going to be? They would be imposed a life sentence. But I know the prisoners in French lose their mind. Yes, it is true that death penalty is violation of the rights of life, but it is also true that life sentence is the violation of human dignity and inner thought. So we have to stop thinking life sentence is a perfect penalty. Therefore we should think carefully abolishing death penalty."
NBE03574,I disagree with your opinion. I think capital punishment should remain in Japan.
NBE03575,"I strongly agree with your opinion. Capital punishment should not be abolished. Your opinion is right, and capital punishment is a strong deterrent to crime."
NBE03586,"I disagree with you because I think death penalty should be abolished. And there are some reasons. First, I think the death penalty doesn't play a part as prevention. In practice, there isn't difference on a number of crimes between the countries that have death penalty and the countries that don't have it. And it includes many ethical problem. So I think it should be abolished. But if it can't be abolished, I agree to your opinion, ""I think we should invite the way of punishment which cut the hurt as much as possible. ""."
NBE03590,I disagree with you. I think death penalty don't abuse of human rights. Criminals condemned to death did cruel crime. Their deed did many people harm and made many people sad. So
NBE03564,I disagree with you. All the country should need the capital punishment because execution is the only way to save the victim and their family.
NBE03563,I think we should abolish death penalty because the most important right of human is right of living and criminals have chance to live correctly again.
NBE03562,I agree with you. I think your opinion is to the point. Explanation make your argument clear.
NBE03556,"From the point of victims, I can't help saying that their feeling are never cured and the best way to mild it is the give serious sentence to criminals. Although it sounds like I saying it from emotion, how can we cure victims feeling without punishing criminals. It is necessary to consider the criminals' rights, however it's coming after considering the victims"
NBE03557,"In my opinion, the capital punishment is different from just killing people. Criminals just ask for what they did, and it couldn't be rejected. Although criminals are man and they have right, they robed it of others. I know the word I'm going to say isn't right and many people criticize me but I say the people who robed someone's right deserves being punished. Moreover, the punishment serves as the prevention of crime. So we should have the kind of prevention."
NBE03669,"I think it is impossible to establish privacy laws and regulations which benefit all of us. everybody has made mistakes. In addition, every one has bad memories and want others not to find the matters. Of course it is important to reconsider past faults. We should reconsider past faults in order not to fail again. However, there is a difference between individual reflection on our own faults and open them to the public. If there are articles about somebody's fault on the website, the person has a possibility that he has been ridiculed and insulted even after the person died."
NBE03677,"Although this is an important problem which is opposed to freedom of the press, what should be considered in the first place is public interest. At first, it was Google which seethed with anger at the ruling. But after all ""the right forgotten"" was accepted and Google started making to clear of data. However, it is doubtful which rights -- the freedom of a report or the right to be forgotten-- excel. Don't burden only search engine with responsibility. The most important thing is whether they bring people's benefit or not."
NBE03646,"The right to be forgotten seems to be more important than the right to know. It is true that private information on the internet is just noise for many people. However someone might be interested in the information, and spread it. It's the matter. We have to pay attention to our privacy because it's unexpectable that what happens on the internet."
NBE03662,"The development of the Internet does life very usefully, but thinks that we must not forget that such a problem may come out either. The problem of the privacy is very difficult and is not the thing which can be easily solved. It is important to ""the forgotten right"" finished in a topic this time, but thinks that it is difficult to make a standard. But I think that it was a chance that it is thought by having got nervous in a topic like this time. In this way, I think that it is very important that I guarantee the right that is necessary or important for people."
NBE03629,"I found this kind of matter very difficult because it is hard to make ruling to balance between privacy and freedom of expression. Nowadays, we are able to use the Internet whenever or wherever we like, and this made our daily lives convenient. At the same time, however, we see a threat to several problems. We often hear that there are a lot of Internet risks such as computer viruses or addictive games. The news of hacking of the Internet Explorer stolen bank, credit card details became well-known. In this news, debt was information which Gonzalez wanted to forget so I think it is true that he seethed with anger at search engines. However, all of us have to understand that many people all over the world can see the website and be more sensitive about ""privacy"" as users."
NBE03659,"The Internet system is essential for the people when we do something in the present lives. Certainly, I often use the Internet in the study. I am not damaged the Internet problems. However, I cannot predict when I am damaged. It is difficult problem because it is ambiguous how far we are able to publish individual informations. When I read this article, I try to pay attention to being involved such a problem."
NBE03624,"We could not live everyday life without the Internet. The Internet is very useful to communicate with a lot of people all around the world. At the same time, it is accompanied by danger. Our privacy may be invaded. We are given the freedom of expression that support democracy. However, I think the government should make a ruling that protect privacy. On the other hand, i am worried the day may come when people will be controlled by technology and lose their individuality."
NBE03649,"It is difficult to make up a well-balanced idea between personal privacy and public right of access to information. The Internet is useful for many people. And the search engine is also useful for us. If the system is abolished , many people loss the convenient system. Who will get benefit on the case. I agree the article said that the winner is a criminal and convicted person. Because their worse information are erased . That is good news for them. But all information are erased, if people want, people rob the right and ways to know a lot of information. So When the information is erased, we discuss and consider whether the information is important for public and people. If that is Important information for public and people, that is left on the Internet . Although the way to erase take many times, the problem is so important for ours life and right that we should take as much time as we are satisfied. And we should hold the balance between privacy and the right to know ."
NBE03672,"Whenever it comes to individual privacy data , ""right to be forgotten"" should be admitted. It is true that you can find much information through the internet easily and instantly. But this also means that people who want to disturb you can access to information about you. at this time, your privacy data would not be erased once it flowed out on the internet. In other words, your privacy data continues to live permanently. It is too dangerous to use the internet. Thus , ""right to be forgotten"" should be admitted."
NBE03630,"As the Internet has developed, there are also developing many problem with it. We have access to huge information, and whatever the information is they will never be deleted without we doing so. In other words, the information updated to the Internet is never lost naturally. We can't help saying that now is the time that people do never forget the something on the Internet. Also, we have to consider the way to protect personal right."
NBE03676,"In modern times, Internet influence a lot all of the world. The right of privacy also is suffered from the many information of people. However, Internet system is very useful in our life, so we can't stop using it. Most important thing when we use it is see through the correct information. If we can do it, It help us know , watch and hear various data. I want to pay attention to incorrect information."
NBE03636,"I think that this kind of matter is very difficult because it is hard to make regulation about privacy and freedom of expression. These days, we can use the Internet whenever or wherever, and this make our lives convenient and rich. At the same time, however, we have a possibility of some risks of Internet. For example, computer viruses, addictive games or hacking of the Internet and so on. We should consider the right way of using Internet."
NBE03628,"This is very important problem for us, particularly the young. Today, everyone who has a computer or cellphone can use Internet, and it is very convenient for us to search something. Internet give people convenient environment. However, Internet has also dangerous side. In this article, it said individual privacy is faced danger. These days a lot of people use SNS, for example Facebook and twitter. Those SNS are very interesting for us, but we have to take care how to use, or we may faced problem as in this article. So, I think what we can do now is to use Internet and SNS carefully."
NBE03651,"The Internet is very convenient, but is really dangerous. People may be unconscious, but, for example, it leads to a leak of the personal information even to put one's photograph of the face on the profile image of SNS. Besides people of the world can see the public records - even if it is convenient or inconvenient for oneself. If records that the contents are not good for the person are left semipermanently, affecting that is bad in the later life of the person may be inevitable. Therefore I think that ""right to be forgotten"" is necessary."
NBE03666,"Today we can get any information from the internet, and communicate with people all around the world any time. It is so convenient. But it also mean we have possibility of getting many risks like viruses, bad informations having bad influences and privacy problems etc. . We don't know when and how damaged such a problems. So it is important that we are putting our lives at risk every time whenever we are using internet."
NBE03621,"Privacy is an important right for people. Freedom of the press and the right to know might be a thing can be in conflict with privacy. However, once such information is spread to people, it is not possible to erase it. I think that there is a great obligation for a company with a large social impact, such as Google to the protection of privacy. , I want you to be so. I thought it was because it is society that many people use the Internet, we also must become more sensitive."
NBE03622,"Your opinion is interesting. Indeed, the majority of people have no interest in the privacy of others. However, there are people who are not a little interested. I felt it's privacy in order to guard against such people."
NBE03670,"Nowadays, we cannot think of the world without Internet. We can search various information like personal history from Internet. However, when we do so, we always face the problem. If we support one's privacy and people can just erase whatever they want, it means others miss the opportunities to know about them. And if we support the idea that people have the right to know and people can't delete the information they want others not to know on Internet, the person may miss the chance to start over. As I mentioned above, this problem isn't easy to be solved, but we should always consider what is the best approach to it."
NBE03634,"I personally think that right to know is more important than the right to be forgotten. When we are trying to find employment, the companies won't be able to know what kind if person we are without the right to know. We should rethink the importance of the right to know."
NBE03623,"Today, there are so many information on the Internet and we have probability that we leak our personal informations. However, we can't live without Internet anymore. It is energetic in various aspect of our lives. It is important to repress leaking our personal informations ourselves, before make law or regulation which protect our privacy."
NBE03665,"These days, we can't live our daily life without information on the Internet. There are a lot of useful information, but we don't know whether it is true or not. It is said that especially Japanese people have less media literacy than those of other countries in the world. We should have critical judgment when we use the Internet. Also, we should be more careful when we provide the Internet with information, especially that of privacy."
NBE03643,"This is very difficult problem. Today, information spread over the world through Internet in an instant. So we must be careful to send our own information. We may have a trouble. If we can remove the links, it is helpful. However, we have freedom of speech. Some people can overuse the right to be forgot. I want to pay attention to this topic in the future"
NBE03640,"I think the right to be forgotten is more important than the right to know. Because of the development of the Internet, it becomes easy to search a lot of information. However it means that everyone can find someone's privacy data, so it can cause a trouble. If I write careless comments on the Internet, I will involve with trouble. Therefore I think the right to be forgotten is important."
NBE03679,"This kind of matter is very difficult because it is hard to make regulation about privacy and freedom of expression. As the Internet has developed, our life is more convenient. However we also have possibility of getting many risks. So we have to reconsider the use of Internet."
NBE03637,"Today, we can have enormous information thorough Internet. It is so convenient and it make our life affluent. However, various problems arise naturally over information. For instance, the privacy rights of the individual and the public's right to know should be protected for us. However, in the fact, balancing the two perfectly is impossible. Information on Internet is sometimes makes us happy, also sometimes hurt us. I think it is important that we judge what is useful, safe correct information. We must not depend on Internet, must get along with it."
NBE03671,"I don't forget the day when Prime Minister Abe rammed the ""right to know. "" It is because his act which shakes democracy deserves blame. The problems of privacy surround our every day. We could not go out outside, if a line called privacy is not drawn. But, this ""right to know"" is not a right for someone to try to get to know us. this is the right we know about what the government is performing. As for me, having been deprived of the right is very sad. I may also forget this some day. But, I thought that I will continue studying since i don't forget it."
NBE03654,"There are two rights, ""right to know"" and ""right to be forgotten"" in this news. If we don't have the former, we won't be able to watch mass medias and officials as citizen. And I think it also embodies human's reflection about war. So we must not lose it. On the other hand, if we don't have the latter, we'll be burdened with our gloomy past. And I think those who has brilliant past are also burdened. So we must not lose both of them. But they cannot live together. Right should be used correctly, I think. Before we insist on our right, we need to confirm whether we understand how to use right or not."
NBE03632,"To be sure , we have rights to know. However , we should keep others privacy because no one want to be known everything about myself ."
NBE03633,"I think that right to know is very important, so the government and media should reveal informations as possible as they can. Certainly, it is important that any information circulate because the information might be harmful for anyone. However, people had better know many informations that will not have a risk for society and people's living. Search engines and government should choose good informations to opening to the public."
NBE03668,"I think this kind of issue is very difficult. It is because it is hard to make regulation about privacy and freedom of expression. Nowadays, we can use the Internet whenever or wherever, and this make our lives convenient and rich. I think we should do now is to use Internet carefully."
NBE03650,"I cannot say my opinion about this problem clearly because this problem is beyond me! I do not want to let strangers look into my privacy data or to lose the freedom of expression. The former is personal threat and the latter is national threat. If anything, the latter is more terrible, in my opinion. It is difficult to balance protecting privacy with freedom expression. But as this article says that search engines are the tools that allow users to make sense of the vast quantity of information on the Internet and find what they are looking for, I think this problem is good in that it made us meditate what privacy is like and what freedom expression is like . This problem is up to us, so we should be more interested in this and understand them."
NBE03675,"I think we should draw the line between the extent of opening our privacy. I don't want to share my privacy information to my stranger on the Internet, on the other hand, I want to share my information to my friends. The companies of social networking must respect their consumer's criterion. Thus, I think privacy must have priority over the right of expression on the Internet."
NBE03638,"I thought that the right to forget is good idea because If I found my personal information or my embarrassing photos on the Internet, I would be unpleasant. With the right to forget, I can erase them quickly and can avoid more troubles. In this information-oriented society, the right to forget will be more and more needed."
NBE03644,"Today, the Internet is so essential for us that we can't live our daily life without it. And the progress of the Internet is striking and remarkable. However, we are facing a lot of serious issues as the Internet system was progressed. The biggest issue is a ""privacy"" issue, which are mentioned in the article. It is said that ""A wonder lasts nine days"", but once an article was updated to the Internet, we can't delete it perfectly and it would not disappear permanently. That's because the Internet connects us all over the world and if we use search engine like google or Yahoo!, we can find almost all information from a huge data bank. There's no escape. Therefore, in order to protect ""the right to be forgotten"", we (or governments) should do something before it is too late."
NBE03674,"I think it is difficult to solve this problem because if we regard the privacy as important, we may slight the freedom of expression and if we regard the freedom of expression, we may slight the privacy. That's why we have to consider the balance between the privacy and the freedom of expression when we argue this problem. Nowadays we couldn't live our daily lives without the Internet , so this problem is very important for everyone. In addition, there are a lot of crime and fraud on the Internet. I suppose we have to consider more seriously about this problem and think how we should use the Internet over more once."
NBE03652,"This article's point is surely plausible. But I am afraid that advocating ""the right to know"" more than ""the right to be forgotten"" ends up harming the human dignity. It might be an important theory to keep information about people who committed a crime in the past to enhance social collective awareness. But in practice, a great deal of information that exists on the Internet is not always about criminals. That is, there is a lot of personal information about ordinary and innocent people, a part of which might be used by someone for crime. Does our society really need information about such people? In other words, does it make our awareness about ""social security"" higher?I think it does not. It is almost impossible to deny ""the right to be forgotten"", when you think about people whose personal information happened to be online. Of course, we can't live a day without information technology like the Internet. But even so, a clear protection for privacy is necessary."
NBE03661,"I agree with your opinion. I think it is difficult for them to keep the balance between personal privacy and public right access to information. The Internet is used all over the world, and much information spreads. Therefore management of the information is difficult, and it is a fact to have the possibility that the personal information leaks out. I am the same as the opinion of this person and think that it is necessary to argue to find a better method to keep the balance."
NBE03618,"The present age is risk society. In global Internet society, leaked information can't stop diffusing. We should use the Internet from an understanding of that. Certainly, "" the right to be forgotten"" is usability. But, I believe freedom of expression should be absolute in democratic government. By reason of that, first, we understand the risk involved with Internet society. It is the most rational attitude, I think."
NBE03617,"I agree with you. It may make more sense for someone to understand the Internet's risk. ""Right to be forgotten"" is of limited effectiveness for privacy. We should avoid excessive expectations. It is rational way of thinking."
NBE03655,"I think ""the right to know ""should be more respected than ""the right to be forgotten"". To begin with, the major role of mass media such as, TV newspaper internet site etc, is surveillance of the authority . If ""the right to be forgotten""were so esteemed, the role of mass media as the observation would be feeble. If it were not for the surveillance, politicians would behave at their own sweet will. To begin with, in democratic society, the person who create the country is the citizen. To create a country, they need a tremendous amounts of information. For , without information, they don't know what to do. So to create sound democratic society, we should value ""the right to know""."
NBE03678,"When I read the article ""Google agrees to forget"", I commented that I think privacy should be respected and individuals should be able to erase data that they no longer wish to be in public. Of course, I still think protecting individuals' privacy is important. However, I realized that if it was admitted legally to erase information on the Internet, individuals, companies and so on may erase their past indiscretions and conceal something wrong for them. I don't think it isn't good that the weak of information increasingly come not to be able to access to important information."
NBE03631,"The world has been small recently and the Internet has been used all around the world. We can get every kind of information easily, for example social, political, cultural and of course personal. Thinking of this situation, it is needless to say that there is danger. In order to avoid risk, some action is taken, I hope."
NBE03648,"I think that there are always conflicts between opponents and defendants as long as laws are to defend one's right . For example, if laws would be set up to defend ""Hate Speech"", it faces the problem that it might be against the right to free of expression. Like this conflict, this problem have similar conflict. If laws would be made to regulate the right to forget, it would be against people's right to know. Thus it is only natural that when some has advantage the other has disadvantage. We should consider both sides as much as possible."
NBE03647,"I disagree with this opinion. In this opinion, we should protect our personal right even if we cannot have the right to know. So when we think only about the personal right, we are to neglect the right to know everything that we wanna know. When we judge the matter about politics, politicians and economy, a lot of information need."
NBE03657,"In the present age, we became able to change much information by the Internet in a shorter time. It is what you should be pleased with very much and thinks that it is that life becomes rich that the world becomes convenient. However, I include much risk. The damage by the Internet increases. I feel that we should use the Internet after having understood it enough. More world may become convenient, but attention is more necessary from now on."
NBE03627,"I think the right to be forgotten is necessary to some extent because our shameful information on the Internet may exert a harmful influence on our career or daily lives. However as this article says, we have to reconsider the way to protect people. Overprotection of the privacy may lead the restriction on our right to know . Government of each country should play a key role in a work to reconsider who is really in trouble and what help they really need and balance our 2 rights, right to know and right to be forgotten."
NBE03639,"I agree with you. In fact, we cannot do anything without using the Internet. An advance of the Internet helps us to live in comfortable, but it will be possible to cause troubles such as an infringement of privacy. I think privacy is more important than the right to know. However, this problem is difficult, so we have to think about it prudently."
NBE03641,"Your opinion is interesting. I can understand what you think. The right to know is required, when we search something in detail. However, I think in terms of danger of the Internet, we must protect own privacy, so the right to be forgotten is more important than the right to know."
NBE03642,"I think the right to be forgotten is necessary for us, because we have to protect our privacy information by ourselves. The Internet is very useful and we can search everything we want to know. So, there is a danger that someone gets our privacy information through the Internet. Therefore, we need the right to be forgotten to protect us from the danger."
NBE03660,"I think ""right to be forgotten"" is needed in this information society. This is because it is easy to make our some information reveal on internet. However if the law which admits ""right to be forgotten"" is made , we will have two problems. One is that we cannot learn from our mistakes because our fault can be erased and we can forget something bad. The other is that we cannot use certain public information to set insurance rate. There will be no evidence which guarantees us. So eventually, we have to manage our information by ourselves until the law which makes us protect is made."
NBE03658,I think these kind of punishments is needed. My teacher in elementary school was arrested a couple years ago and you can still search for him on the Internet. There is no privacy on the Internet. This is the serious problem but controlling information is close to surprising the freedom of speech. Therefore we have to control our information by ourselves.
NBE03667,"The Internet has both good aspects and bad aspects. One of good aspects is we can find out what we want to know speedily. On the other hand, bad aspects are, for example, that we are put at risk that we may be known our private data unwillingly. I think the latter aspects are more important because they are sometimes related to our life. We can stoke somebody by using the Internet. To protect people, I think it is necessary to emphasize more on right to be forgotten than on right to know."
NBE03619,"I think this problem can not be concluded simply. Because in private information, right to be forgotten should be admitted. While, public one should not be erased. However, distinguishing private information clear from public one is very difficult, so blanketing right to be forgotten is difficult in realistic decision. All we have to do is being careful when we write in Internet site."
NBE03656,Internet is essential for modern people. Internet is the base of our life and has the influence for the world. I think that perfect protection of privacy is impossible thing by the existence of internet at present. The important thing is how not to our information to the internet. You had better give up deleting our information thoroughly.
NBE03664,"I think it is very difficult problem to resolve because we want both freedom of expression and privacy. However, to keep this balance is very difficult, so I think we should make some efforts to protect us by ourselves partly. For example, we should understand literacy of the Internet surely before we use the Internet. If needed, it is nice idea that schools teach their students it because the Internet must be the main tool for us to get the information in the future. We shouldn't think it is natural that our rights are protected."
NBE03626,"I think privacy problems cannot be solved. It is because privacy problems is relevant to the right to know. If privacy is protected, the right to know is not protected and if the right to know is protected, privacy is not protected. In order to solve this problems, we should define that how much privacy should be protected and the right to know should be protected."
NBE03663,"I disagree with your comment because I think we shouldn't leave the responsibility completely to the government. Maybe we cannot avoid the world where people use the Internet to get the information in the future. So we shouldn't think it is terrible but should think how we can use it well. For that, each of us should understand the literacy of the Internet surely and protect us by ourselves as well as the government do for us."
NBE03625,I disagree with your opinion. I think we cannot compare right to know with privacy.
NBE03645,"It is very difficult to define a difference between privacy and freedom. So we must think this problem more severely. I know the man was blamed on Internet , and this comment has been remaining."
NBE03620,"As I wrote before, I think Americans do not understand what freedom of speech is and how it works. Freedom of speech is one of the way of exercise the right of resistance under natural law. And we make use of it, when the government oppress our fundamental rights, life liberty and poverty. But in this case, whose natural rights or constitutional rights are violated by the government? there is no violation. But the right of privacy is the matter of the relationship between individuals, not between subject or people and government. So in this case the privacy must be the top priority."
NBE03653,I agree to your opinion. I was never involved such a internet problem too. But internet is very important for us. So we need to understand how to use it correctly and pay attention not to being involved such a problem.
NBE03673,"The internet is certainly convenient, but it is very dangerous. I think privacy is important. Although there is an aspect that privacy invade free speech, we should protect privacy in order to guard individual information."
NBE03635,"Privacy and right to know are very important for us. So this problem is difficult to solve. In my opinion, right to be forgotten is needed because privacy is related to trust."
NBE03715,"When I read this article at first, I thought that it is unbelievable and horrific that there still are old-fashioned things such as human trafficking and slavery. But, thinking more deeply, I realized that this situation is no ""old-fashioned"" at all. We know that globalization has enabled us to communicate with people all over the world, every nation to ""connect"" with each other in terms of culture, economy, politics, social systems. But we often overlooked the fact that it has made a mechanism where rich countries force poor countries to produce things at very low cost. In such mechanism, it is very natural that poor countries are driven to using people as a cheap labor (and such people are likely to be those captivate or criminals). What we can do is to understand that globalization has pros and cons. we cannot be blind to bad aspects it has. And this news is one of the such aspects."
NBE03708,"I was shocked very much. I have to make sure the goods we buy are free from forced labor to save them. However it's difficult for me to check the suppliers of what I buy, so I don't know what I should do."
NBE03743,"Japan needs to think not only of overseas but also of a domestic forced laborer. Japan is estimated as Tier 2. It is because Japan is an international hub of human trafficking and child pornography. Moreover, the foreigner of the illegal stay is working in a horrific condition. Since TVPA is the report of study which the United States decided independently, it is not necessarily exact. Of course, Japan government, retailers, and supermarket chain must take action, in order to save people who be held against their will in Thailand or Qatar, etc. However, Japanese people must not ignore a domestic labor problem."
NBE03725,"When I read this news, I was surprised that human traffic and Egyptian bondage continued being left. I think that this is one of the problems that we should think about all over the world. Globalization advances in the developed country and becomes convenient with various aspects, but , on the other hand, it is surely a fact that such a thing is yet up in an invisible place. I think that it is to be wrong to treat the person of the underdeveloped country as a slave because a developed country holds down production cost and think that it is that anyone knows it. However, it is reality to have to work under such situation because life enters them. Therefore the people of the developed country pay its attention to such a bad aspect well and think that we should make an effort to be improved for them."
NBE03685,"It is bad for companies in developed countries to take mean advantage of migrants' poverty. Human trafficking and slavery make light of human rights. Companies in a developed country often build a factory in order to reduce labor costs. It is no exaggeration to say they take advantage of poverty. Companies have to give employees fitting compensation for their labors. On the other hand, companies have to seek profit. A capitalistic economy caused this problem."
NBE03690,"When I first read this article, I was very shocked and surprised to know the reality that there are still forced workers treated in horrific conditions. We can get various food produced all over the world and such globalization made our lives more convenient. On the other hand, we have to try to change the situation for slave labors as soon as possible. The human trafficking is terrible thing and I feel very sorry for those who got degrading treatment. We often hear the commercials that say consumers can buy things at cheap prices, but such global retailers might cause more and more slave workers! I think companies in Thailand and Qatar are likely to focus on reducing the cost and seethed with anger at the Qatari government's attitude that they did not respond to a request for comment about the issue. This kind of news might have great effect on buying and I think we have to make better environment which allows workers to live as ""human beings""."
NBE03736,"Reading this article, I was very shocked and was surprised the harrowing situation. It is not too much to say that this is the age of capitalism. So, on one hand i can understand the thoughts of the managers;on the other hand , in terms of humanitarian, I cannot tolerate their attitude toward the slavers. Like us, they are humans . We humans can only think of others with the kindly heart. And they all have the human right. So, to solve these problems, we have to turn our eyes on them no matter how terrible it may be."
NBE03691,"Many people say "" the situation is horrible"", however, we must recognize that we have forced to make the situation. We have wanted low price products and forced producers to do so. We should blame not only producers, but also ourselves. Protecting the human right is very important, of course, however we should start from recognizing our responsibility. And I think the best way to protect people like written in this article is that the international organization like WHO enact laws legislate against labor force."
NBE03742,I was very shocked reading this news. I actually feel there are a lot of people who is used as a slave. Foods we have every day relate many slaves. A government should make strict law to top of the company which force them work under terrible condition.
NBE03711,"I was surprised and shocked, as reading this article. Because I didn't imagine that slavery is still left . People who forced working conditions like slavery are too bad to live. I suppose these companies are going to hold down price of products, so they introduced slavery. But it is wrong to introduce slavery. I read the working condition of slaves, I think we should make a company cease to forced working under bad conditions as soon as possible. If companies want to cut cost of employees, they should think not to force migrant workers into work in the bad condition but to come up with other way to cut another point of cost. Although many countries know the news, the problem don't solve. I suppose that they should struggle to solve the problem in cooperation with each other. And we should tell the fact to many people in order to oppose to the company which introduce the slavery. Moreover governments make a strict rule of working condition to save human right. The economy and government are connected with other countries. This problem is related to Japan and also other countries. So we should tackle this important problem to solve , thinking as our problem."
NBE03722,"I was surprised at the true that there is a terrible situation of forced workers. I cannot understand the manager's attitude toward the slavery. However, it is also a problem for us. The people of developed countries have to take action to resolve such a problem. I think that developed countries treat the people of underdeveloped countries as a slavery in order to they holds down production cost. We must treat the people all over the world as human beings. I have a strong desire that when we spend equally comes."
NBE03700,"When I read this article for the first time, I was very shocked and surprised at the reality that there are still forced workers treated in horrific conditions like as slaves. This problem is related to Japan and also other countries. So we should consider the solution strategy of this problem and make world wonderful."
NBE03693,"I was surprised at the fact that there were still people who worked in a severe condition. I think every workers should be treated equally. In Japan, we do not attach great importance to slavery, because we never have such forced labor and we think we have nothing to do with this. However, nations have become globalized and we should take part in this problem positively. Appealing importance of human life is one of the best ways, I think."
NBE03689,"I was surprised that there is still labor slave and terrible work condition cause dead people. I think government should protect people who are working too match. Although it isn't easy to improve the working condition, government have to do something. How about make law about work, for example, make minimum wages rule or regulate work time. I think those law will improve working condition a little."
NBE03713,"I felt that it was really terrible to know the severe actual situation and working conditions of the forced labor and the forced prostitution. And I was surprised how human rights are ignored so much today of the 21st century. In order to defeat such situation, it is important to remove faulty consciousness and corruption of the government, and we consumers choose the product consciously and what kind of non-humanitarian thing is performed in the world."
NBE03734,"When I read this article, I was shocked that there are still situations that people are force to work with no payment all over the world. People have the right to live equally and no one can deny it. To cope with this problem, what we can do is to make sure the goods we buy are free from forced labor when we are shopping. I also think that consumers should bear some responsibility for combating the trafficking business as this article said."
NBE03730,"I was surprised that there are still forced workers treated terrible conditions like slave. In Japan such a situation is unbelievable. But may be there is some responsibility for us. because We have wanted products with low price and forced producers to do so. Before considering about this problem, we should realize our responsibilities."
NBE03696,"We the Japanese basically enjoy our peaceful life, so we tend to think there is no human trafficking or slavery any more. However, there still are such kind of things outside Japan. Everyone has a right to live freely and equally regardless of the nationality. We the Japanese should take an active part in spreading such thoughts all over the world."
NBE03733,"I think it is nice idea to make human trafficking watch list. However, watch list is able to have only limited effect on the whole world. Then, I hit on two solutions to help labor victims improve their statuses. First solution is to establish the international watchmen and lawyers institution who specialize in labor problem. This institution in non Government Organization. The institution help the unethical business victims win labor disputes and labor trials Moreover, the institution encourage employees and labor slaves to set up their labor union. Therefore, it is easier for workers to demand employers and parent companies make better labor environments. Second solution is to organize small and medium sizes businesses which have more ethical and secure systems. This businesses will be supported by related big companies. Then, The companies try achieving economical superiority over the companies run by trafficking and unethical labor. For example, Improving quality and reducing cost by eliminating the waste of transportation help them attract more consumer. If they accomplish to have the better status in wholesale market than unethical companies, slave work has been abolished perfectly. However my suggestions seems hard to carry out. First of all, it is not clear who and which organization pay much money to begin the two propositions. Consequently, it is important to keep watch countries where trafficking businesses thrive, and to reconsider the more efficient and ethical way to help labor slaves liberate from unethical companies."
NBE03738,"I had known that many people're forced to work in inferior condition in developing countries , but I knew how cruel the working condition is at first when I read this article. I think TIP report is playing a significant role in the movement of anti-trafficking , but it is not enough to eliminate slavery and trafficking issues perfectly because it is impossible for TIP to investigate the worst working condition in each country. I suppose that trafficking issues is one of the most important problems we have to think consciously because we tend to miss this problem behind a lot of serious problem such as an environmental problem and the North-South problem."
NBE03728,"I have regarded the human trafficking as old habit. However it is not old habit any longer, it is ongoing problem we are now facing. I was shocked and also felt ashamed of not knowing the fact. We, especially the Japanese live in the affluent society. However, the social background of this is so serious. We always tend to forget that the food we easily get may be produced by modern-day slavery who work everyday at low costs. We should think of the two aspects and consider what we can do for them."
